Município;IMEI1;IMEI2;Marca;Modelo;Capacidade;Entrega;Local de Uso;Situação; Patrimonio
Piraí do Sul;283622000000000;687476000000000;Samsung;Galaxy A14;128GB;Piraí do Sul;Escola do município Piraí do Sul;Inservível;8117
Piraí do Sul;688633000000000;765343000000000;Motorola;Edge 40;256GB;Piraí do Sul;Escola do município Piraí do Sul;Roubado;8118
Piraí do Sul;671839000000000;215294000000000;Motorola;Moto G53;128GB;Piraí do Sul;Escola do município Piraí do Sul;Roubado;8119
Piraí do Sul;762977000000000;760277000000000;Motorola;Moto G53;128GB;Piraí do Sul;Escola do município Piraí do Sul;Danificado;8120
Piraí do Sul;491989000000000;723046000000000;Multilaser;G Max 2;64GB;Piraí do Sul;Escola do município Piraí do Sul;Roubado;8121
Piraí do Sul;242080000000000;460012000000000;Philco;Hit P10;128GB;Piraí do Sul;Escola do município Piraí do Sul;Em uso;8122
Piraí do Sul;937310000000000;576156000000000;Samsung;Galaxy S23;256GB;Piraí do Sul;Escola do município Piraí do Sul;Em uso;8123
Piraí do Sul;136436000000000;703717000000000;Samsung;Galaxy A14;128GB;Piraí do Sul;Escola do município Piraí do Sul;Em uso;8124
Piraí do Sul;738986000000000;244837000000000;Philco;Hit P10;128GB;Piraí do Sul;Escola do município Piraí do Sul;Em uso;8125
Piraí do Sul;317946000000000;891856000000000;Xiaomi;Poco X5;256GB;Piraí do Sul;Escola do município Piraí do Sul;Roubado;8126
Piraí do Sul;314981000000000;673724000000000;Multilaser;G Max 2;64GB;Piraí do Sul;Escola do município Piraí do Sul;Em uso;8127
Piraí do Sul;842669000000000;807757000000000;Multilaser;G Max 2;64GB;Piraí do Sul;Escola do município Piraí do Sul;Danificado;8128
Piraí do Sul;620497000000000;254310000000000;Motorola;Edge 40;256GB;Piraí do Sul;Escola do município Piraí do Sul;Danificado;8129
Piraí do Sul;366264000000000;325652000000000;Motorola;Edge 40;256GB;Piraí do Sul;Escola do município Piraí do Sul;Roubado;8130
Piraquara;748043000000000;647992000000000;Motorola;Moto G53;128GB;Piraquara;Escola do município Piraquara;Inservível;8131
Piraquara;448030000000000;522482000000000;Samsung;Galaxy A14;128GB;Piraquara;Escola do município Piraquara;Inservível;8132
Piraquara;880501000000000;310433000000000;Samsung;Galaxy A14;128GB;Piraquara;Escola do município Piraquara;Danificado;8133
Piraquara;635707000000000;632017000000000;Xiaomi;Poco X5;256GB;Piraquara;Escola do município Piraquara;Roubado;8134
Piraquara;443949000000000;967971000000000;Samsung;Galaxy S23;256GB;Piraquara;Escola do município Piraquara;Danificado;8135
Piraquara;950323000000000;380543000000000;Samsung;Galaxy S23;256GB;Piraquara;Escola do município Piraquara;Em uso;8136
Piraquara;696003000000000;517384000000000;Motorola;Moto G53;128GB;Piraquara;Escola do município Piraquara;Roubado;8137
Piraquara;682630000000000;802367000000000;Motorola;Moto G53;128GB;Piraquara;Escola do município Piraquara;Inservível;8138
Piraquara;525855000000000;113789000000000;Motorola;Moto G53;128GB;Piraquara;Escola do município Piraquara;Danificado;8139
Piraquara;387642000000000;552072000000000;Xiaomi;Redmi Note 12;128GB;Piraquara;Escola do município Piraquara;Em uso;8140
Piraquara;722007000000000;197830000000000;Motorola;Moto G53;128GB;Piraquara;Escola do município Piraquara;Inservível;8141
Piraquara;838124000000000;571865000000000;Xiaomi;Redmi Note 12;128GB;Piraquara;Escola do município Piraquara;Em uso;8142
Piraquara;452038000000000;827862000000000;Motorola;Moto G53;128GB;Piraquara;Escola do município Piraquara;Inservível;8143
Piraquara;107158000000000;282824000000000;Samsung;Galaxy S23;256GB;Piraquara;Escola do município Piraquara;Danificado;8144
Piraquara;885723000000000;768128000000000;Xiaomi;Redmi Note 12;128GB;Piraquara;Escola do município Piraquara;Danificado;8145
Piraquara;450703000000000;487385000000000;Samsung;Galaxy A14;128GB;Piraquara;Escola do município Piraquara;Inservível;8146
Piraquara;395505000000000;403246000000000;Samsung;Galaxy A14;128GB;Piraquara;Escola do município Piraquara;Danificado;8147
Piraquara;425561000000000;556578000000000;Philco;Hit P10;128GB;Piraquara;Escola do município Piraquara;Danificado;8148
Piraquara;953702000000000;485233000000000;Samsung;Galaxy A14;128GB;Piraquara;Escola do município Piraquara;Em uso;8149
Piraquara;723353000000000;651995000000000;Motorola;Moto G53;128GB;Piraquara;Escola do município Piraquara;Roubado;8150
Piraquara;143617000000000;611369000000000;Philco;Hit P10;128GB;Piraquara;Escola do município Piraquara;Danificado;8151
Piraquara;147965000000000;278208000000000;Samsung;Galaxy S23;256GB;Piraquara;Escola do município Piraquara;Danificado;8152
Piraquara;438963000000000;611574000000000;Motorola;Moto G53;128GB;Piraquara;Escola do município Piraquara;Danificado;8153
Piraquara;696346000000000;251143000000000;Multilaser;G Max 2;64GB;Piraquara;Escola do município Piraquara;Em uso;8154
Piraquara;225898000000000;115126000000000;Xiaomi;Redmi Note 12;128GB;Piraquara;Escola do município Piraquara;Em uso;8155
Piraquara;844573000000000;671635000000000;Apple;iPhone 15 Pro;256GB;Piraquara;Escola do município Piraquara;Danificado;8156
Piraquara;176308000000000;594876000000000;Motorola;Edge 40;256GB;Piraquara;Escola do município Piraquara;Roubado;8157
Piraquara;851880000000000;995928000000000;Samsung;Galaxy S23;256GB;Piraquara;Escola do município Piraquara;Em uso;8158
Piraquara;636752000000000;111728000000000;Multilaser;G Max 2;64GB;Piraquara;Escola do município Piraquara;Inservível;8159
Piraquara;151466000000000;814706000000000;Samsung;Galaxy A14;128GB;Piraquara;Escola do município Piraquara;Roubado;8160
Pitanga;203522000000000;729914000000000;Xiaomi;Redmi Note 12;128GB;Pitanga;Escola do município Pitanga;Inservível;8161
Pitanga;668068000000000;773642000000000;Xiaomi;Redmi Note 12;128GB;Pitanga;Escola do município Pitanga;Inservível;8162
Pitanga;462421000000000;365101000000000;Samsung;Galaxy S23;256GB;Pitanga;Escola do município Pitanga;Roubado;8163
Pitanga;957782000000000;535674000000000;Motorola;Edge 40;256GB;Pitanga;Escola do município Pitanga;Em uso;8164
Pitanga;944568000000000;419359000000000;Apple;iPhone 15 Pro;256GB;Pitanga;Escola do município Pitanga;Em uso;8165
Pitanga;111237000000000;935660000000000;Samsung;Galaxy S23;256GB;Pitanga;Escola do município Pitanga;Roubado;8166
Pitanga;837501000000000;447808000000000;Motorola;Moto G53;128GB;Pitanga;Escola do município Pitanga;Em uso;8167
Pitanga;804561000000000;244821000000000;Motorola;Moto G53;128GB;Pitanga;Escola do município Pitanga;Danificado;8168
Pitanga;405524000000000;898490000000000;Xiaomi;Poco X5;256GB;Pitanga;Escola do município Pitanga;Em uso;8169
Pitanga;517974000000000;690125000000000;Apple;iPhone 15 Pro;256GB;Pitanga;Escola do município Pitanga;Danificado;8170
Pitanga;290878000000000;763277000000000;Apple;iPhone 13;128GB;Pitanga;Escola do município Pitanga;Inservível;8171
Pitanga;123847000000000;596150000000000;Samsung;Galaxy S23;256GB;Pitanga;Escola do município Pitanga;Roubado;8172
Pitanga;707873000000000;816270000000000;Samsung;Galaxy S23;256GB;Pitanga;Escola do município Pitanga;Danificado;8173
Pitanga;102035000000000;699788000000000;Multilaser;G Max 2;64GB;Pitanga;Escola do município Pitanga;Inservível;8174
Pitanga;223435000000000;294466000000000;Philco;Hit P10;128GB;Pitanga;Escola do município Pitanga;Inservível;8175
Pitanga;782441000000000;281628000000000;Motorola;Edge 40;256GB;Pitanga;Escola do município Pitanga;Em uso;8176
Pitanga;858456000000000;253462000000000;Motorola;Moto G53;128GB;Pitanga;Escola do município Pitanga;Danificado;8177
Pitanga;426269000000000;230812000000000;Samsung;Galaxy A14;128GB;Pitanga;Escola do município Pitanga;Em uso;8178
Pitanga;207160000000000;723835000000000;Samsung;Galaxy A14;128GB;Pitanga;Escola do município Pitanga;Danificado;8179
Pitanga;379523000000000;841493000000000;Multilaser;G Max 2;64GB;Pitanga;Escola do município Pitanga;Danificado;8180
Pitanga;943960000000000;519190000000000;Samsung;Galaxy S23;256GB;Pitanga;Escola do município Pitanga;Danificado;8181
Pitanga;519048000000000;230263000000000;Motorola;Moto G53;128GB;Pitanga;Escola do município Pitanga;Danificado;8182
Pitanga;519029000000000;367553000000000;Apple;iPhone 13;128GB;Pitanga;Escola do município Pitanga;Inservível;8183
Pitanga;983161000000000;617360000000000;Samsung;Galaxy S23;256GB;Pitanga;Escola do município Pitanga;Inservível;8184
Pitanga;585483000000000;284615000000000;Apple;iPhone 15 Pro;256GB;Pitanga;Escola do município Pitanga;Inservível;8185
Pitanga;642952000000000;282677000000000;Motorola;Edge 40;256GB;Pitanga;Escola do município Pitanga;Em uso;8186
Pitanga;761010000000000;567273000000000;Samsung;Galaxy A14;128GB;Pitanga;Escola do município Pitanga;Danificado;8187
Pitanga;122399000000000;136303000000000;Xiaomi;Poco X5;256GB;Pitanga;Escola do município Pitanga;Em uso;8188
Pitanga;904034000000000;283992000000000;Apple;iPhone 15 Pro;256GB;Pitanga;Escola do município Pitanga;Em uso;8189
Pitanga;921936000000000;949486000000000;Apple;iPhone 15 Pro;256GB;Pitanga;Escola do município Pitanga;Em uso;8190
Pitangueiras;138383000000000;414203000000000;Multilaser;G Max 2;64GB;Pitangueiras;Escola do município Pitangueiras;Inservível;8191
Pitangueiras;468170000000000;247032000000000;Philco;Hit P10;128GB;Pitangueiras;Escola do município Pitangueiras;Roubado;8192
Pitangueiras;393507000000000;935185000000000;Multilaser;G Max 2;64GB;Pitangueiras;Escola do município Pitangueiras;Roubado;8193
Pitangueiras;446426000000000;355577000000000;Samsung;Galaxy S23;256GB;Pitangueiras;Escola do município Pitangueiras;Inservível;8194
Pitangueiras;402767000000000;629320000000000;Motorola;Edge 40;256GB;Pitangueiras;Escola do município Pitangueiras;Danificado;8195
Pitangueiras;333449000000000;988195000000000;Samsung;Galaxy S23;256GB;Pitangueiras;Escola do município Pitangueiras;Roubado;8196
Pitangueiras;810305000000000;663417000000000;Motorola;Moto G53;128GB;Pitangueiras;Escola do município Pitangueiras;Danificado;8197
Pitangueiras;937302000000000;433845000000000;Apple;iPhone 15 Pro;256GB;Pitangueiras;Escola do município Pitangueiras;Inservível;8198
Pitangueiras;795395000000000;151089000000000;Apple;iPhone 13;128GB;Pitangueiras;Escola do município Pitangueiras;Inservível;8199
Pitangueiras;755435000000000;952571000000000;Motorola;Moto G53;128GB;Pitangueiras;Escola do município Pitangueiras;Inservível;8200
Pitangueiras;120760000000000;242264000000000;Philco;Hit P10;128GB;Pitangueiras;Escola do município Pitangueiras;Em uso;8201
Pitangueiras;526465000000000;188896000000000;Xiaomi;Poco X5;256GB;Pitangueiras;Escola do município Pitangueiras;Roubado;8202
Pitangueiras;261440000000000;793299000000000;Multilaser;G Max 2;64GB;Pitangueiras;Escola do município Pitangueiras;Danificado;8203
Pitangueiras;545039000000000;320741000000000;Xiaomi;Redmi Note 12;128GB;Pitangueiras;Escola do município Pitangueiras;Roubado;8204
Pitangueiras;875503000000000;659491000000000;Samsung;Galaxy S23;256GB;Pitangueiras;Escola do município Pitangueiras;Roubado;8205
Pitangueiras;357843000000000;306975000000000;Multilaser;G Max 2;64GB;Pitangueiras;Escola do município Pitangueiras;Roubado;8206
Pitangueiras;492501000000000;222366000000000;Xiaomi;Poco X5;256GB;Pitangueiras;Escola do município Pitangueiras;Danificado;8207
Pitangueiras;795673000000000;650168000000000;Apple;iPhone 15 Pro;256GB;Pitangueiras;Escola do município Pitangueiras;Danificado;8208
Pitangueiras;641023000000000;642879000000000;Motorola;Edge 40;256GB;Pitangueiras;Escola do município Pitangueiras;Roubado;8209
Pitangueiras;431253000000000;755824000000000;Apple;iPhone 13;128GB;Pitangueiras;Escola do município Pitangueiras;Roubado;8210
Pitangueiras;289655000000000;546546000000000;Samsung;Galaxy A14;128GB;Pitangueiras;Escola do município Pitangueiras;Em uso;8211
Pitangueiras;809859000000000;139352000000000;Philco;Hit P10;128GB;Pitangueiras;Escola do município Pitangueiras;Danificado;8212
Pitangueiras;955086000000000;941333000000000;Motorola;Moto G53;128GB;Pitangueiras;Escola do município Pitangueiras;Inservível;8213
Pitangueiras;743643000000000;154167000000000;Philco;Hit P10;128GB;Pitangueiras;Escola do município Pitangueiras;Roubado;8214
Pitangueiras;559666000000000;114472000000000;Motorola;Edge 40;256GB;Pitangueiras;Escola do município Pitangueiras;Danificado;8215
Pitangueiras;240435000000000;447437000000000;Motorola;Edge 40;256GB;Pitangueiras;Escola do município Pitangueiras;Roubado;8216
Pitangueiras;316340000000000;878830000000000;Philco;Hit P10;128GB;Pitangueiras;Escola do município Pitangueiras;Em uso;8217
Pitangueiras;459031000000000;866013000000000;Samsung;Galaxy S23;256GB;Pitangueiras;Escola do município Pitangueiras;Roubado;8218
Pitangueiras;498246000000000;743039000000000;Samsung;Galaxy A14;128GB;Pitangueiras;Escola do município Pitangueiras;Danificado;8219
Pitangueiras;904059000000000;208407000000000;Apple;iPhone 15 Pro;256GB;Pitangueiras;Escola do município Pitangueiras;Em uso;8220
Planaltina do Paraná;175637000000000;504474000000000;Motorola;Moto G53;128GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Inservível;8221
Planaltina do Paraná;347027000000000;137446000000000;Motorola;Edge 40;256GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Inservível;8222
Planaltina do Paraná;436463000000000;543121000000000;Apple;iPhone 15 Pro;256GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Roubado;8223
Planaltina do Paraná;105647000000000;689291000000000;Samsung;Galaxy S23;256GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Danificado;8224
Planaltina do Paraná;190375000000000;588792000000000;Apple;iPhone 13;128GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Roubado;8225
Planaltina do Paraná;616888000000000;610960000000000;Xiaomi;Redmi Note 12;128GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Danificado;8226
Planaltina do Paraná;786813000000000;838638000000000;Multilaser;G Max 2;64GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Danificado;8227
Planaltina do Paraná;814152000000000;741912000000000;Motorola;Moto G53;128GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Inservível;8228
Planaltina do Paraná;636946000000000;743995000000000;Apple;iPhone 13;128GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Em uso;8229
Planaltina do Paraná;565056000000000;390448000000000;Motorola;Moto G53;128GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Inservível;8230
Planaltina do Paraná;553575000000000;228483000000000;Xiaomi;Redmi Note 12;128GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Inservível;8231
Planaltina do Paraná;418009000000000;327676000000000;Motorola;Edge 40;256GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Em uso;8232
Planaltina do Paraná;178117000000000;196421000000000;Xiaomi;Redmi Note 12;128GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Em uso;8233
Planaltina do Paraná;817986000000000;130861000000000;Samsung;Galaxy S23;256GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Roubado;8234
Planaltina do Paraná;876034000000000;199527000000000;Motorola;Moto G53;128GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Inservível;8235
Planaltina do Paraná;110332000000000;658473000000000;Motorola;Edge 40;256GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Inservível;8236
Planaltina do Paraná;885240000000000;778368000000000;Apple;iPhone 15 Pro;256GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Danificado;8237
Planaltina do Paraná;401410000000000;145476000000000;Xiaomi;Redmi Note 12;128GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Roubado;8238
Planaltina do Paraná;198960000000000;514746000000000;Samsung;Galaxy S23;256GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Danificado;8239
Planaltina do Paraná;514352000000000;987188000000000;Multilaser;G Max 2;64GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Danificado;8240
Planaltina do Paraná;141592000000000;184152000000000;Multilaser;G Max 2;64GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Em uso;8241
Planaltina do Paraná;499662000000000;181882000000000;Motorola;Edge 40;256GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Roubado;8242
Planaltina do Paraná;795665000000000;496669000000000;Multilaser;G Max 2;64GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Danificado;8243
Planaltina do Paraná;300933000000000;666115000000000;Apple;iPhone 13;128GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Roubado;8244
Planaltina do Paraná;639166000000000;466710000000000;Xiaomi;Poco X5;256GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Em uso;8245
Planaltina do Paraná;502259000000000;237493000000000;Xiaomi;Poco X5;256GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Roubado;8246
Planaltina do Paraná;617186000000000;852529000000000;Multilaser;G Max 2;64GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Inservível;8247
Planaltina do Paraná;611679000000000;368303000000000;Samsung;Galaxy S23;256GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Danificado;8248
Planaltina do Paraná;353601000000000;358239000000000;Multilaser;G Max 2;64GB;Planaltina do Paraná;Escola do município Planaltina do Paraná;Danificado;8249
